filename,label
./Datasets/dataset_16by16_SimpleBW_Train512Val128Test128/train/with_ellipse/0.png,1
./Datasets/dataset_16by16_SimpleBW_Train512Val128Test128/train/with_ellipse/1.png,1
./Datasets/dataset_16by16_SimpleBW_Train512Val128Test128/train/with_ellipse/2.png,1
./Datasets/dataset_16by16_SimpleBW_Train512Val128Test128/train/with_ellipse/3.png,1
./Datasets/dataset_16by16_SimpleBW_Train512Val128Test128/train/with_ellipse/4.png,1
./Datasets/dataset_16by16_SimpleBW_Train512Val128Test128/train/with_ellipse/5.png,1
./Datasets/dataset_16by16_SimpleBW_Train512Val128Test128/train/with_ellipse/6.png,1
./Datasets/dataset_16by16_SimpleBW_Train512Val128Test128/train/with_ellipse/7.png,1
./Datasets/dataset_16by16_SimpleBW_Train512Val128Test128/train/with_ellipse/8.png,1
./Datasets/dataset_16by16_SimpleBW_Train512Val128Test128/train/with_ellipse/9.png,1
./Datasets/dataset_16by16_SimpleBW_Train512Val128Test128/train/with_ellipse/10.png,1
./Datasets/dataset_16by16_SimpleBW_Train512Val128Test128/train/with_ellipse/11.png,1
./Datasets/dataset_16by16_SimpleBW_Train512Val128Test128/train/with_ellipse/12.png,1
./Datasets/dataset_16by16_SimpleBW_Train512Val128Test128/train/with_ellipse/13.png,1
./Datasets/dataset_16by16_SimpleBW_Train512Val128Test128/train/with_ellipse/14.png,1
./Datasets/dataset_16by16_SimpleBW_Train512Val128Test128/train/with_ellipse/15.png,1
./Datasets/dataset_16by16_SimpleBW_Train512Val128Test128/train/with_ellipse/16.png,1
./Datasets/dataset_16by16_SimpleBW_Train512Val128Test128/train/with_ellipse/17.png,1
./Datasets/dataset_16by16_SimpleBW_Train512Val128Test128/train/with_ellipse/18.png,1
./Datasets/dataset_16by16_SimpleBW_Train512Val128Test128/train/with_ellipse/19.png,1
./Datasets/dataset_16by16_SimpleBW_Train512Val128Test128/train/with_ellipse/20.png,1
./Datasets/dataset_16by16_SimpleBW_Train512Val128Test128/train/with_ellipse/21.png,1
./Datasets/dataset_16by16_SimpleBW_Train512Val128Test128/train/with_ellipse/22.png,1
./Datasets/dataset_16by16_SimpleBW_Train512Val128Test128/train/with_ellipse/23.png,1
./Datasets/dataset_16by16_SimpleBW_Train512Val128Test128/train/with_ellipse/24.png,1
./Datasets/dataset_16by16_SimpleBW_Train512Val128Test128/train/with_ellipse/25.png,1
./Datasets/dataset_16by16_SimpleBW_Train512Val128Test128/train/with_ellipse/26.png,1
./Datasets/dataset_16by16_SimpleBW_Train512Val128Test128/train/with_ellipse/27.png,1
./Datasets/dataset_16by16_SimpleBW_Train512Val128Test128/train/with_ellipse/28.png,1
./Datasets/dataset_16by16_SimpleBW_Train512Val128Test128/train/with_ellipse/29.png,1
./Datasets/dataset_16by16_SimpleBW_Train512Val128Test128/train/with_ellipse/30.png,1
