filename,label
./Datasets/dataset_1024_64by64/train/with_ellipse/0.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/1.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/2.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/3.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/4.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/5.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/6.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/7.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/8.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/9.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/10.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/11.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/12.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/13.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/14.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/15.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/16.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/17.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/18.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/19.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/20.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/21.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/22.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/23.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/24.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/25.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/26.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/27.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/28.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/29.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/30.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/31.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/32.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/33.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/34.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/35.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/36.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/37.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/38.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/39.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/40.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/41.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/42.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/43.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/44.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/45.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/46.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/47.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/48.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/49.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/50.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/51.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/52.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/53.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/54.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/55.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/56.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/57.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/58.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/59.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/60.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/61.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/62.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/63.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/64.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/65.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/66.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/67.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/68.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/69.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/70.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/71.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/72.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/73.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/74.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/75.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/76.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/77.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/78.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/79.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/80.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/81.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/82.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/83.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/84.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/85.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/86.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/87.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/88.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/89.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/90.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/91.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/92.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/93.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/94.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/95.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/96.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/97.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/98.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/99.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/100.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/101.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/102.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/103.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/104.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/105.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/106.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/107.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/108.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/109.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/110.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/111.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/112.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/113.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/114.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/115.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/116.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/117.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/118.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/119.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/120.png,1
./Datasets/dataset_1024_64by64/train/with_ellipse/121.png,1
