epoch,loss
1,0.6931514739990234
2,0.6931498746077219
3,0.6931450068950653
4,0.6931549509366354
5,0.6931473215421041
6,0.6931512852509817
7,0.6931411027908325
8,0.6931422750155131
9,0.6931513945261637
10,0.6931484341621399
11,0.6931414902210236
12,0.6931535402933756
13,0.6931552092234293
14,0.6931523581345876
15,0.6931512653827667
16,0.6931400795777639
17,0.6931476990381876
18,0.6931495070457458
19,0.6931506196657816
20,0.6931495666503906
21,0.6931521594524384
22,0.6931475400924683
23,0.6931454539299011
24,0.6931475102901459
25,0.6931391557057699
26,0.6931467851003011
27,0.693141390879949
28,0.6931475698947906
29,0.6931405067443848
30,0.6931409041086832
31,0.693143347899119
32,0.6931496560573578
33,0.6931363145510355
34,0.6931478679180145
35,0.6931461195151011
36,0.6931480964024862
37,0.6931498448053995
38,0.6931489408016205
39,0.6931444307168325
40,0.6931397318840027
41,0.6931516230106354
42,0.6931609114011129
43,0.6931537985801697
44,0.6931372582912445
45,0.6931449373563131
46,0.6931348741054535
47,0.693151851495107
48,0.6931506097316742
49,0.693156490723292
50,0.6931467056274414
51,0.693153977394104
